compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
As1Cu3S4,215,cP8,0.0,metal,18.7292,4.36431,149.834,301.869,151.0,2.18244,23.9705,22.8845,1.89862,7.17759e-05,62.6291,65.6013,8,3,-3.69464,
As1Dy1,225,cF8,0.0,metal,24.7178,7.97498,49.4356,281.992,223.824,1.86107,5.88014,5.74893,14.5115,4.0559e-05,73.3105,74.9837,2,2,-6.16144,
As1Er1,225,cF8,0.0,metal,24.0825,8.34946,48.1651,282.079,223.824,1.85146,5.87928,5.74874,14.8379,4.05779e-05,74.8389,76.5383,2,2,-6.1253,
As1F6Na1,225,cF32,4.9175,insulator-direct,17.117,2.56961,136.936,420.734,210.5,2.28353,23.0639,21.8827,2.43343,7.76826e-05,63.9339,67.385,8,3,-4.53507,-2.39445
As1Fe1Li1,107,tI6,0.214,insulator-indirect,11.939,6.38444,35.8171,555.364,384.816,2.30326,8.01268,7.65588,16.2594,6.6784e-05,99.5278,104.166,3,3,-3.45617,
As1Ga1,44,oI4,0.0,metal,19.1574,6.26943,38.3147,235.874,187.313,2.17594,6.12675,5.82939,3.39934,7.64712e-05,59.3279,62.3542,2,2,-3.54116,
As1Ga1,216,cF8,0.2947,insulator-direct,23.5803,5.09348,47.1605,312.888,248.428,2.23918,5.96342,5.69934,8.00236,6.78854e-05,54.2597,56.7739,2,2,-3.89672,
As1Gd1,225,cF8,0.0,metal,25.7445,7.48761,51.4891,286.955,227.792,1.84896,5.87401,5.74065,15.3852,4.13953e-05,68.6458,70.2405,2,2,-10.7727,
As1Ge1,107,tI4,0.0,metal,20.9484,5.84649,41.8967,307.951,244.46,2.13092,5.93834,5.70772,8.30883,6.26229e-05,62.9951,65.5404,2,2,-4.52527,0.05281
As1Hg1Pd5,123,tP7,0.0,metal,16.6221,11.5243,116.355,232.111,121.28,2.67732,21.3188,20.4156,1.35903,5.41229e-05,118.817,124.074,7,3,-2.94819,
As1Ho1,225,cF8,0.0,metal,24.379,8.16858,48.758,281.979,223.824,1.85645,5.88056,5.74951,14.6724,4.05914e-05,74.1131,75.8023,2,2,-6.14147,-1.53092
As1In1,225,cF8,0.0,metal,23.4292,6.72394,46.8585,223.068,176.995,2.26686,6.13439,5.84773,3.68176,7.05232e-05,54.9441,57.6374,2,2,-3.68575,
As1In1,216,cF8,0.0,metal,29.2851,5.37942,58.5702,228.945,181.757,2.25699,6.12502,5.83869,4.3321,7.0858e-05,43.5953,45.7332,2,2,-3.88526,
As1In1Pt5,123,tP7,0.0,metal,16.4412,16.8119,115.088,250.975,131.212,2.53869,20.8518,20.3044,2.77195,3.50065e-05,175.253,179.978,7,3,-4.02348,
As1K1Zn1,187,hP3,0.3912,insulator-indirect,27.1693,3.65487,81.5079,264.77,183.741,2.14562,9.31092,8.68354,3.52403,0.000109214,28.5679,30.6319,3,3,-2.56296,
As1La1,225,cF8,0.0,metal,29.9999,5.91782,59.9998,274.931,218.268,1.8949,5.89577,5.76111,12.4377,4.07528e-05,61.2854,62.7178,2,2,-6.21644,
As1Li1Mg1,216,cF12,1.3689,insulator-indirect,19.9066,2.95205,59.7198,407.794,282.891,1.89115,8.65636,8.24836,9.04879,8.59834e-05,41.1323,43.1668,3,3,-3.46707,-0.750095
As1Li1Zn1,216,cF12,0.9409,insulator-direct,17.4309,4.67564,52.2928,366.834,254.464,2.03316,8.88941,8.39263,7.46853,9.52836e-05,46.3206,49.0624,3,3,-2.89835,
As1Mg1Pt5,123,tP7,0.0,metal,16.0179,15.9156,112.125,269.936,141.145,2.50298,20.7666,20.1994,3.24756,3.69848e-05,167.736,172.446,7,3,-4.00372,
As1Mn1Pd2,225,cF16,0.0,metal,15.8424,8.97908,63.3695,205.024,129.142,2.33207,12.1953,11.7372,1.34173,5.50063e-05,106.911,111.084,4,3,-4.68317,
As1Na1,123,tP2,0.0,metal,20.383,3.98827,40.766,296.79,235.729,2.01058,6.11567,5.73487,5.58813,0.000107588,35.6031,37.9672,2,2,-3.23147,-0.247566
As1Na3,225,cF16,0.185,insulator-direct,22.6315,2.63943,90.526,245.745,154.97,1.97451,12.9016,11.6509,1.58923,0.000175038,19.3249,21.3995,4,2,-2.52926,-0.379625
As1Nd1,225,cF8,0.0,metal,27.8463,6.53456,55.6926,279.055,221.442,1.86199,5.8888,5.75535,13.4709,4.10693e-05,64.7325,66.2335,2,2,-7.13615,
As1Pa1,225,cF8,0.0,metal,24.3368,10.4381,48.6736,266.066,211.124,2.1974,5.90316,5.77652,10.8664,3.29371e-05,109.24,111.635,2,2,-8.13205,
As1Pd5Tl1,123,tP7,0.0,metal,16.7888,11.4633,117.522,255.06,133.303,2.65459,21.1818,20.2962,1.85416,5.38482e-05,116.357,121.434,7,3,-3.29596,
As1Pt5Tl1,123,tP7,0.0,metal,16.8317,17.6839,117.822,229.036,119.712,2.62371,21.0359,20.4208,2.12786,3.77493e-05,165.33,170.31,7,3,-3.77713,
As1Pt5Zn1,123,tP7,0.0,metal,15.7364,16.8195,110.155,261.082,136.44,2.54558,20.8133,20.2505,2.91769,3.59521e-05,179.609,184.6,7,3,-3.70375,
As1Pu1,225,cF8,0.0,metal,24.6734,10.7339,49.3468,224.019,177.789,2.0681,6.01972,5.84207,7.80575,4.82714e-05,68.7925,70.8844,2,2,-10.4869,
As1Pu1,221,cP2,0.0,metal,21.9451,12.0683,43.8902,139.938,111.118,2.31457,6.19159,5.93874,1.42466,5.98365e-05,72.8939,75.9975,2,2,-10.2949,
As1Rh2,225,cF12,0.0,metal,15.5065,10.0209,46.5196,353.018,244.757,2.42106,8.6242,8.41814,8.29395,3.34802e-05,178.483,182.852,3,2,-4.6929,
As1Sc1,225,cF8,0.0,metal,21.4501,4.6401,42.9002,387.105,307.162,1.85162,5.66616,5.53718,18.3405,4.164e-05,78.0989,79.9181,2,2,-6.26319,
As1Sn1,225,cF8,0.0,metal,25.1597,6.38918,50.3194,259.05,205.568,2.2893,6.05368,5.79214,5.88588,6.4698e-05,56.0223,58.552,2,2,-4.20313,
As1Tb1,225,cF8,0.0,metal,25.0648,7.74618,50.1295,282.94,224.617,1.86207,5.87969,5.74812,14.4989,4.05764e-05,72.3859,74.0427,2,2,-6.18087,
As1Te1,225,cF8,0.0,metal,26.1427,6.43193,52.2853,215.911,171.439,2.16692,6.07906,5.85429,4.06999,5.81225e-05,57.5425,59.7517,2,2,-3.79868,0.098243
As1Th1,225,cF8,0.0,metal,28.5685,8.92098,57.1371,226.997,180.17,2.06885,5.95286,5.83639,8.14544,3.17921e-05,91.8679,93.7012,2,2,-6.7861,
As1Th1,221,cP2,0.0,metal,26.2135,9.72246,52.4269,208.982,165.883,2.04841,5.98808,5.86121,6.31044,3.47495e-05,91.3205,93.2972,2,2,-6.51755,
As1Tl1,216,cF8,0.0,metal,31.9374,7.26069,63.8748,162.926,129.373,2.40713,6.34167,5.92067,2.06005,9.50443e-05,32.3871,34.6901,2,2,-3.39915,0.10843
As1U1,221,cP2,0.0,metal,23.9985,10.8271,47.9971,107.017,84.926,2.11524,6.16291,5.9639,0.781781,5.18527e-05,69.8165,72.1461,2,2,-7.54706,
As1Y1,225,cF8,0.0,metal,24.7851,5.48803,49.5701,334.036,265.096,1.87494,5.78087,5.65067,16.4124,4.06779e-05,71.9131,73.57,2,2,-7.11383,-1.55603
As1Zr1,225,cF8,0.0,metal,20.5404,6.71565,41.0809,346.011,274.62,2.00887,5.74165,5.62627,14.9441,3.37692e-05,111.757,114.049,2,2,-7.67633,-1.07829
As2Au2Ba2,194,hP6,0.0,metal,28.1539,8.04533,168.924,206.9,113.916,2.22724,18.4459,17.6036,2.24609,7.02295e-05,45.1068,47.2651,6,3,-3.5475,
As2Au2Ca2,194,hP6,0.0,metal,22.8754,7.54867,137.252,232.919,128.225,2.19584,18.2707,17.4977,2.34639,6.59444e-05,58.174,60.7439,6,3,-3.51804,
As2Ba1Cu2,139,tI10,0.0,metal,20.7496,6.63053,103.748,244.914,143.277,2.1418,15.2158,14.5386,2.51726,7.12382e-05,57.1234,59.7841,5,3,-3.65329,
As2Ba1Pd2,139,tI10,0.0,metal,21.4723,7.73298,107.362,259.947,152.049,2.36305,15.1111,14.4803,2.96232,6.04079e-05,72.0169,75.1544,5,3,-4.08484,
As2Ba1Rh2,139,tI10,0.0,metal,21.5153,7.60964,107.577,316.094,184.798,2.34783,14.6881,14.2262,5.31157,4.52284e-05,94.724,97.7997,5,3,-4.64338,
As2Ba1Ru2,139,tI10,0.0,metal,21.6616,7.50197,108.308,329.914,192.985,2.22892,14.5146,14.1518,6.72884,3.80255e-05,105.051,107.744,5,3,-5.25625,
As2Ba1Zn2,139,tI10,0.0,metal,23.2714,5.96435,116.357,250.03,146.201,2.03624,15.152,14.5163,3.12369,7.04497e-05,49.1779,51.3315,5,3,-3.1369,
As2Ba2Cu2,194,hP6,0.0,metal,25.7276,5.93361,154.366,257.911,141.983,2.15515,18.238,17.3865,3.06018,7.45325e-05,44.1335,46.2948,6,3,-3.70296,
As2Be2Na2,194,hP6,1.2805,insulator-indirect,18.9933,3.11602,113.96,417.832,230.034,1.84231,17.1439,16.4235,6.42497,7.83486e-05,45.8845,47.8971,6,3,-3.63161,-0.395338
As2Bi2O8,88,tI24,2.7352,insulator-indirect,13.165,7.31361,157.98,362.903,158.555,2.21221,34.5238,33.5525,2.54877,4.32997e-05,148.437,152.734,12,3,-6.04535,-1.30965
As2C2Nb4,194,hP8,0.0,metal,14.6055,7.75228,116.844,533.895,267.0,2.00241,20.9038,20.6122,16.0713,2.34893e-05,205.847,208.759,8,3,-8.34729,
As2C2V6,63,oS20,0.0,metal,12.4628,6.38906,124.628,482.069,223.725,1.99407,26.9596,26.4894,6.85339,2.95636e-05,196.358,199.843,10,3,-7.06565,
As2Ca1Cd2,164,hP5,0.3132,insulator-direct,24.6563,5.58639,123.281,266.924,156.143,2.11887,15.1143,14.4515,3.53399,7.095e-05,47.6047,49.7882,5,3,-3.04894,
As2Ca1Fe2,139,tI10,0.0,metal,16.2339,6.1704,81.1694,459.994,269.01,2.18205,13.8066,13.408,10.7168,4.50351e-05,109.076,112.318,5,3,-4.1358,
As2Ca1Mg2,164,hP5,1.2626,insulator-indirect,23.6996,3.34262,118.498,374.014,218.717,1.89915,14.4394,13.9289,6.99156,6.36312e-05,47.757,49.507,5,3,-3.84766,-0.949084
As2Ca1Pd2,139,tI10,0.0,metal,19.2896,6.93368,96.4478,247.025,144.446,2.29137,15.1004,14.5266,2.1064,5.66675e-05,83.2999,86.5904,5,3,-4.08892,
As2Ca1Ru2,139,tI10,0.0,metal,18.306,7.11283,91.5298,397.946,232.752,2.24303,14.1273,13.7799,8.82452,3.7235e-05,124.155,127.285,5,3,-5.2532,
As2Ca2Rb2,129,tP6,1.3057,insulator-indirect,35.7271,3.10583,214.363,199.921,110.064,1.96656,18.6976,17.6336,1.4068,0.000100075,22.0765,23.4085,6,3,-3.39356,-0.854938
As2Ca4,139,tI12,0.0,metal,27.7261,3.09599,166.357,337.97,186.009,1.77816,17.5624,16.9475,6.01471,6.77565e-05,36.2358,37.5506,6,2,-3.83197,-0.947106
As2Cd2K2,129,tP6,0.2566,insulator-indirect,28.1999,4.44441,169.2,233.011,128.225,2.19111,18.7407,17.5114,1.84183,0.000103876,29.7177,31.8038,6,3,-2.50441,
As2Co2S2,31,oP6,0.0,metal,14.9348,6.14914,89.6087,505.157,277.912,2.2212,16.2368,15.7285,10.7794,4.82371e-05,109.673,113.218,6,3,-4.36758,
As2Cr2,194,hP4,0.0,metal,17.9905,5.8573,71.962,338.825,213.557,2.35184,11.8409,11.2984,4.611,6.69502e-05,75.1826,78.7929,4,2,-6.16411,
As2Cs1Rh2,139,tI10,0.0,metal,24.0987,6.73291,120.494,327.033,191.231,2.34096,14.6553,14.1715,6.10291,4.80601e-05,78.1871,80.8561,5,3,-4.23553,
As2Cu2K4,63,oS16,1.1223,insulator-indirect,28.465,3.15984,227.72,212.143,106.0,2.13395,25.5528,23.4692,0.875228,0.000133964,22.2006,24.1715,8,3,-2.63966,
As2Cu2Sr2,194,hP6,0.1807,insulator-indirect,22.8734,5.4711,137.24,311.171,171.15,2.13961,17.9163,17.1144,4.28626,7.17405e-05,50.7783,53.1576,6,3,-3.68055,
As2Dy2O8,141,tI24,3.629,insulator-indirect,13.5558,6.15381,162.67,468.138,204.418,2.15806,32.8239,32.0267,5.04372,3.82436e-05,151.905,155.687,12,3,-7.23251,
As2Fe2Li2,129,tP6,0.0,metal,14.602,5.22013,87.6117,483.107,265.805,2.16737,16.5455,15.9184,8.19299,6.00091e-05,89.3877,92.9094,6,3,-3.71591,
As2Ga2,186,hP4,0.3078,insulator-direct,23.5464,5.1008,94.1857,313.023,197.178,2.23426,11.9307,11.4008,5.05936,6.81218e-05,54.0756,56.5888,4,2,-3.88527,
As2Hg1O6,162,hP9,0.7446,insulator-indirect,12.0764,6.82062,108.687,391.014,187.973,2.33928,25.7497,24.8914,2.8438,4.87477e-05,150.121,155.297,9,3,-5.37663,-1.0219
As2Hg2K2,194,hP6,0.0,metal,31.3785,5.54968,188.271,179.144,98.5075,2.33893,19.3069,17.7184,1.04089,0.00012334,24.5191,26.7173,6,3,-2.37827,-0.361694
As2K2Mg2,129,tP6,1.146,insulator-indirect,27.4434,2.78991,164.661,302.935,166.747,1.95354,18.1346,17.1652,3.14272,9.44949e-05,29.3752,31.034,6,3,-3.13888,-0.691422
As2La1Ni2,139,tI10,0.0,metal,17.3684,7.76576,86.8419,357.861,209.36,2.2341,14.4671,14.0153,6.61124,4.76114e-05,103.04,106.361,5,3,-4.44116,
As2Mg2Na2,129,tP6,0.9766,insulator-indirect,23.2915,2.90443,139.749,315.165,173.351,1.92183,18.0173,17.0959,3.06517,9.17822e-05,34.7543,36.6275,6,3,-3.16444,-0.644012
As2Na6,194,hP8,0.1374,insulator-direct,25.0486,2.38473,200.389,261.861,131.0,1.9711,25.6029,23.2056,1.2544,0.000168697,18.0491,19.9138,8,2,-2.57371,-0.42408
As2Nb2,109,tI8,0.0,metal,17.8949,7.78674,71.5794,419.934,264.583,2.08788,11.1111,10.918,14.9346,2.80538e-05,155.567,158.318,4,2,-7.22666,
As2Nb6Te6,176,hP14,0.0,metal,24.6034,7.10057,344.448,348.918,144.805,2.09242,40.173,39.3375,5.15097,3.36203e-05,97.4212,99.4903,14,3,-6.17526,
As2Ni2,194,hP4,0.0,metal,14.1936,7.81577,56.7743,333.021,209.777,2.27549,11.7167,11.3163,4.56621,5.11733e-05,120.586,124.853,4,2,-3.64543,
As2O8Sc2,141,tI24,3.5213,insulator-indirect,12.2652,4.14902,147.183,632.186,276.051,2.1371,29.8189,29.1562,7.49817,3.53772e-05,162.705,166.403,12,3,-7.18643,-2.06824
As2O8Tb2,141,tI24,3.6548,insulator-indirect,13.7037,6.01518,164.445,463.031,202.234,2.15877,32.9147,32.1121,4.84113,3.8367e-05,150.192,153.946,12,3,-7.23412,
As2Pb6Zr10,193,hP18,0.0,metal,22.5177,9.44431,405.318,302.006,115.235,2.09586,52.616,51.4169,3.32607,3.67906e-05,98.9865,101.295,18,3,-7.02261,-0.524298
As2Pd2Sr2,194,hP6,0.0,metal,24.0375,6.19294,144.225,240.098,132.077,2.22157,18.185,17.4638,2.19356,6.09057e-05,60.3966,62.8909,6,3,-3.98169,
As2Pt2Sr2,194,hP6,0.0,metal,23.94,8.26875,143.64,217.019,119.42,2.29787,18.2208,17.5592,1.99819,5.37998e-05,71.6781,74.3787,6,3,-4.35646,
As2Rb6Se32,203,cF160,0.9046,insulator-indirect,31.3148,4.22809,1252.59,177.999,52.0475,2.12362,124.269,118.046,0.269721,8.08819e-05,34.1227,35.9217,40,3,-3.50327,-0.340164
As2Rh2Sr1,139,tI10,0.0,metal,20.0599,7.33878,100.299,308.019,180.119,2.24325,14.702,14.2605,4.76811,4.55193e-05,95.9477,98.9184,5,3,-4.58809,
As2Ru2Sr1,139,tI10,0.0,metal,19.7603,7.38834,98.8015,383.117,223.98,2.22415,14.2167,13.8662,9.21503,3.76656e-05,113.247,116.11,5,3,-5.20072,
As2Sb6Zr10,193,hP18,0.0,metal,21.5191,7.68461,387.344,321.961,122.866,2.06729,52.1748,51.0734,3.17827,3.45227e-05,108.389,110.727,18,3,-7.46992,-0.910066
As2Sr4,139,tI12,0.0,metal,33.4129,4.14415,200.477,234.991,129.325,1.84892,18.2579,17.4877,3.18423,7.7764e-05,28.5129,29.7686,6,2,-3.5401,-0.866925
As2Ti2,194,hP4,0.0,metal,18.5776,5.48915,74.3103,396.138,249.464,2.47964,11.4981,11.0453,6.39553,5.37945e-05,95.1211,99.0206,4,2,-5.61271,
As2Ti6,223,cP8,0.0,metal,17.3944,5.21763,139.155,382.104,191.0,2.15714,22.9102,22.2047,4.25998,4.85604e-05,96.8061,99.8817,8,2,-5.19864,
As2V6,223,cP8,0.0,metal,13.6398,6.9316,109.118,516.956,258.5,2.04409,21.1981,20.8077,11.4027,3.04802e-05,174.21,177.479,8,2,-6.32521,
As3Cr3Ni3,189,hP9,0.0,metal,12.579,8.16731,113.211,387.894,186.531,2.39636,25.7046,24.9217,3.33409,4.35597e-05,164.839,170.017,9,3,-4.19681,
As3Hf3Ru3,189,hP9,0.0,metal,16.2838,12.0494,146.555,338.022,162.493,2.19958,25.8678,25.3906,5.51468,2.82634e-05,185.401,188.885,9,3,-7.58859,
As3Mn3Ru3,189,hP9,0.0,metal,15.515,8.23867,139.635,367.118,176.435,2.25602,25.8443,25.1295,4.28864,4.15766e-05,134.12,137.935,9,3,-6.13494,
As3Na3Sr3,189,hP9,0.8249,insulator-direct,27.5063,3.73347,247.557,280.007,134.61,1.96481,27.3661,25.927,2.50784,9.241e-05,30.2775,31.9581,9,3,-3.42896,-0.878515
As3Ru3Zr3,189,hP9,0.0,metal,16.6225,8.8979,149.602,394.924,189.896,2.17995,25.2838,24.8282,6.81657,2.7901e-05,177.701,180.961,9,3,-7.18221,
As4Ba4Cd2,36,oS20,0.4143,insulator-direct,33.6035,5.30639,336.035,203.045,94.2243,2.06602,30.7422,29.3658,1.47876,7.40425e-05,33.4767,35.0458,10,3,-3.66813,
As4Ba4Pt4,198,cP12,0.0,metal,26.1598,8.6189,313.918,182.996,79.9326,2.30979,36.7619,35.3747,0.875519,5.56039e-05,64.3044,66.8261,12,3,-4.40994,
As4Ca12N4,62,oP20,0.8564,insulator-direct,21.7193,3.19838,434.385,431.885,159.15,1.93167,56.2214,54.3433,3.50373,5.91628e-05,55.579,57.4998,20,3,-4.89597,-1.1011
As4Ca4Cd2,36,oS20,0.9227,insulator-direct,25.8091,4.40613,258.091,291.064,135.07,1.98275,29.8734,28.6977,2.78753,6.77857e-05,44.3555,46.1727,10,3,-3.691,
As4Cd2,98,tI12,0.2198,insulator-indirect,26.1287,5.5556,156.772,239.072,131.527,2.20194,18.3194,17.4715,2.21396,7.21063e-05,46.5397,48.7984,6,2,-3.34546,
As4Cd2Si2,122,tI16,0.4578,insulator-direct,24.7941,4.86122,198.353,281.131,140.5,2.20869,24.0564,23.0301,2.4051,6.60618e-05,53.3063,55.6817,8,3,-3.92463,
As4Cd2Sr4,36,oS20,0.5788,insulator-direct,29.4645,4.9312,294.645,242.101,112.326,2.02248,30.374,29.0965,2.04813,7.11113e-05,38.402,40.0882,10,3,-3.58588,
As4Cd6,224,cP10,0.0,metal,26.7077,6.05671,267.077,166.062,77.0504,2.29957,31.4662,29.5846,0.540605,8.95714e-05,38.7285,41.1916,10,2,-2.08583,
As4Co2,58,oP6,0.0,metal,15.3833,7.51205,92.3001,444.905,244.893,2.31979,16.7608,16.2095,8.52199,4.84679e-05,114.486,118.379,6,2,-4.34551,
As4Co4Nb4,62,oP12,0.0,metal,14.3773,8.73011,172.528,415.929,181.705,2.09796,33.4822,32.8133,5.77787,3.25448e-05,166.03,169.414,12,3,-5.86957,
As4Co4S4,29,oP12,1.0895,insulator-indirect,14.6086,6.28644,175.303,527.891,230.625,2.22346,32.0637,31.071,7.6791,4.76764e-05,112.176,115.76,12,3,-4.36195,
As4Co4S4,198,cP12,0.8677,insulator-indirect,14.5881,6.29528,175.057,528.861,231.062,2.22391,32.0389,31.0461,7.71781,4.773e-05,111.995,115.576,12,3,-4.35801,
As4Cu2Er2,129,tP8,0.0,metal,18.5641,8.51218,148.513,317.091,158.5,2.08336,23.4844,22.7547,4.67038,5.06353e-05,86.2319,88.9972,8,3,-4.83223,
As4Cu2Y2,129,tP8,0.0,metal,18.9342,6.62788,151.473,348.933,174.5,2.07126,23.2023,22.495,5.05027,5.00566e-05,83.6807,86.3118,8,3,-5.32806,
As4Cu4S4,62,oP12,0.0439,insulator-indirect,20.0061,4.71803,240.073,299.839,131.037,2.15808,35.8734,34.3401,1.71639,6.80495e-05,61.5243,64.2713,12,3,-3.87361,
As4Dy4Ni2,194,hP10,0.0,metal,20.7015,8.55933,207.015,290.936,135.07,2.02648,29.4192,28.6719,3.83688,4.24646e-05,90.7483,93.1134,10,3,-5.35627,
As4Dy4Pd4,62,oP12,0.0,metal,19.406,9.80676,232.872,281.912,123.175,2.23955,35.5757,34.508,2.61748,4.5547e-05,99.8172,102.906,12,3,-5.17891,
As4Er4Pt4,194,hP12,0.0,metal,19.8273,12.2072,237.927,249.043,108.761,2.22554,35.7314,34.8239,2.33779,3.86974e-05,115.445,118.453,12,3,-5.49994,
As4Fe4Nb4,62,oP12,0.0,metal,15.793,7.83937,189.516,358.984,156.808,2.1852,34.469,33.5971,3.46112,3.93334e-05,134.484,137.974,12,3,-6.40964,
As4Ge2Mg2,122,tI16,0.5511,insulator-direct,25.5639,4.00681,204.511,280.922,140.5,2.10206,24.0181,23.0227,2.299,6.75474e-05,47.9716,50.0458,8,3,-4.12166,-0.271143
As4Ge2Zn2,122,tI16,0.1386,insulator-direct,23.3574,5.11536,186.859,306.859,153.5,2.17092,23.8649,22.8439,3.16403,6.76042e-05,53.7869,56.191,8,3,-3.76006,
As4Ge2Zn2,122,tI16,0.1711,insulator-direct,23.2566,5.13753,186.052,303.868,152.0,2.16733,23.889,22.8676,3.08327,6.76279e-05,53.7487,56.1494,8,3,-3.76016,
As4Ge3,215,cP7,0.1408,insulator-indirect,23.9461,5.12614,167.623,298.903,156.305,2.0673,20.8103,20.0331,3.68437,6.16936e-05,54.7197,56.8425,7,2,-4.58553,0.00316257
As4Hf4,194,hP8,0.0,metal,19.9989,10.5206,159.992,292.985,146.5,1.9757,23.3477,22.912,5.63464,3.18683e-05,121.949,124.267,8,2,-8.30818,-1.00549
As4Ho2Ni8,136,tP14,0.0,metal,13.9513,9.34397,195.318,339.063,140.656,2.74561,41.9219,39.571,1.62541,7.02302e-05,109.069,115.549,14,3,-3.74242,
As4Ho4Ni2,194,hP10,0.0,metal,20.5184,8.71438,205.184,288.919,134.142,2.02581,29.4371,28.6883,3.77976,4.2554e-05,91.6013,93.992,10,3,-5.34035,
As4Ir4La2,129,tP10,0.0,metal,18.8506,11.8602,188.506,290.078,134.606,2.30526,29.3387,28.6742,3.50875,3.32729e-05,144.583,147.933,10,3,-6.0347,
As4K12S12,198,cP28,2.5973,insulator-indirect,30.8378,2.21849,863.459,262.117,86.281,2.02977,86.5099,81.0996,0.620319,0.000106471,24.6131,26.2552,28,3,-3.86571,-0.962725
As4K12Se12,198,cP28,2.1054,insulator-indirect,34.5802,2.9436,968.245,208.076,68.4979,2.05036,87.9868,82.1772,0.46922,0.000112137,21.1963,22.6948,28,3,-3.55785,-0.930729
As4K4Ni2,63,oS20,0.7764,insulator-indirect,26.934,3.5355,269.34,255.945,118.825,2.14213,30.8172,29.0096,1.36354,9.47766e-05,33.1573,35.2232,10,3,-3.18118,
As4La2Rh4,129,tP10,0.0,metal,18.9383,8.67276,189.383,307.943,142.961,2.29109,29.284,28.5157,3.14009,3.88789e-05,121.189,124.454,10,3,-5.36123,
As4La4Te4,62,oP12,0.1031,insulator-indirect,29.2064,6.47064,350.477,252.021,110.071,1.98965,35.8138,34.8027,2.74677,4.80455e-05,56.551,58.1938,12,3,-5.43696,
As4Mg6,224,cP10,0.5419,insulator-indirect,24.078,3.07251,240.78,359.013,166.633,1.98097,29.248,28.0312,3.33101,7.20224e-05,43.7447,45.6436,10,2,-3.28424,-0.46718
As4Mo5,87,tI18,0.0,metal,16.0137,8.97982,144.123,424.08,203.838,2.13889,24.9551,24.5223,8.43969,2.73436e-05,182.333,185.551,9,2,-6.60584,
As4Mo5,87,tI18,0.0,metal,17.3231,8.30108,155.908,442.965,212.972,2.13736,24.7111,24.2981,9.89648,2.64081e-05,172.532,175.464,9,2,-6.80619,
As4Na12S12,198,cP28,2.5147,insulator-indirect,22.6904,2.50986,635.331,326.976,107.687,2.02088,84.2923,79.4736,0.917617,9.81957e-05,34.8357,36.9478,28,3,-3.85516,-0.858353
As4Na12Se12,198,cP28,2.0059,insulator-indirect,25.6757,3.51798,718.919,245.86,81.012,2.01209,86.7387,81.4501,0.651693,0.000104746,29.6072,31.5296,28,3,-3.52992,-0.808986
As4Nb4Ni4,62,oP12,0.0,metal,14.3275,8.75104,171.93,389.998,170.348,2.19366,33.8906,33.1829,4.31348,3.2192e-05,179.89,183.726,12,3,-5.58538,
As4Ni2,58,oP6,0.0,metal,16.4695,7.00846,98.8171,309.041,170.049,2.19596,17.6905,17.1097,3.28618,5.09033e-05,101.568,105.016,6,2,-4.02274,
As4Ni2Tb4,194,hP10,0.0,metal,20.8957,8.36614,208.957,286.993,133.214,2.03111,29.4576,28.7059,3.6281,4.25814e-05,89.6504,91.998,10,3,-5.37118,
As4Ni4S4,198,cP12,0.0,metal,15.3069,5.99086,183.683,407.875,178.21,2.18426,34.0818,32.9596,3.73886,5.14917e-05,103.15,106.662,12,3,-3.92876,
As4Ni4Se4,198,cP12,0.0,metal,16.8069,7.00076,201.683,358.001,156.371,2.21031,34.8352,33.6339,3.25275,5.3337e-05,94.106,97.4671,12,3,-3.6792,
As4Ni4U2,129,tP10,0.0,metal,16.2824,10.3055,162.824,282.943,131.357,2.27552,29.6251,28.7441,2.40052,4.41573e-05,125.318,129.159,10,3,-5.07109,
As4O12Sr2,193,hP18,3.2419,insulator-indirect,12.9814,4.73947,233.665,546.954,208.72,2.28067,47.5068,46.0913,3.96712,4.46925e-05,136.939,141.144,18,3,-6.296,-1.78764
As4Os2,58,oP6,0.892,insulator-indirect,17.4001,10.8171,104.401,423.071,232.786,2.28211,16.6946,16.3552,12.8316,3.01377e-05,162.772,166.15,6,2,-6.05795,
As4Pd20Sb4,227,cF112,0.0,metal,16.7873,10.2968,470.044,168.047,55.3252,2.56641,86.0619,82.7705,0.202881,5.06847e-05,122.432,127.3,28,3,-3.58255,
As4Pd4Se4,198,cP12,0.0,metal,19.6892,7.31718,236.27,260.928,114.002,2.30619,35.9988,34.7302,1.48111,5.20114e-05,89.5402,92.8108,12,3,-3.9451,
As4Pd4Tb4,62,oP12,0.0,metal,19.5711,9.6229,234.854,281.997,123.175,2.23233,35.5797,34.5134,2.61692,4.55383e-05,98.7507,101.802,12,3,-5.18923,
As4Pd8,36,oS24,0.0,metal,15.6949,10.1471,188.339,245.994,107.45,2.54327,36.2143,34.8717,1.02986,4.97117e-05,129.653,134.644,12,2,-3.72653,
As4Rh4Ti4,62,oP12,0.0,metal,15.4085,8.10869,184.902,398.898,174.279,2.23726,33.7757,33.0485,4.51782,3.26036e-05,167.656,171.345,12,3,-5.33982,
