compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
Ge2La1Rh2,139,tI10,0.0,metal,18.9572,8.58241,94.7861,351.912,205.851,2.2539,14.3923,14.0368,7.63824,3.71849e-05,122.809,125.919,5,3,-5.228,
Ge2La1Ru2,139,tI10,0.0,metal,19.1333,8.4397,95.6665,363.964,212.868,2.1719,14.2733,13.9709,9.1075,3.29907e-05,131.798,134.651,5,3,-5.7316,
Ge2Li4O6,36,oS24,3.5103,insulator-indirect,11.1122,3.34906,133.347,632.103,276.051,2.07511,30.2479,29.1895,5.67772,5.80151e-05,105.433,109.256,12,3,-5.82439,-1.97319
Ge2Mg2O6,63,oS20,2.4289,insulator-indirect,9.4991,5.06576,94.991,525.878,244.148,2.13272,26.6514,25.9077,4.25803,4.4636e-05,177.355,182.446,10,3,-6.16967,-1.99154
Ge2Mg4,227,cF24,0.0,metal,21.6475,3.099,129.885,319.925,176.103,1.85853,17.9457,17.0632,3.34629,9.18288e-05,35.7875,37.6386,6,2,-2.30961,0.185185
Ge2Mg4O8,227,cF56,3.0137,insulator-direct,10.4066,4.22161,145.692,717.119,297.493,2.08234,32.9208,32.1059,8.56027,4.05854e-05,152.778,156.657,14,3,-6.25386,-2.33739
Ge2Mn4O8,55,oP14,0.8331,insulator-indirect,10.7961,5.41548,151.146,536.919,222.808,2.14513,37.0911,36.0524,4.53693,4.45385e-05,155.823,160.312,14,3,-7.25374,-1.17727
Ge2Mo1,139,tI6,0.0,metal,15.5402,8.58823,46.6207,512.002,355.001,2.24794,8.00906,7.828,25.5413,3.41462e-05,151.063,154.557,3,2,-5.8144,
Ge2Mo6,223,cP8,0.0,metal,15.5412,9.62723,124.33,447.937,224.0,2.06936,21.8485,21.5503,11.909,2.22058e-05,221.64,224.708,8,2,-7.25909,
Ge2Ni4,194,hP6,0.0,metal,11.5525,9.10203,69.3148,318.941,175.552,2.31842,17.6441,17.0573,2.60314,4.88129e-05,158.934,164.401,6,2,-3.123,
Ge2Ni4O8,227,cF56,1.9703,insulator-direct,10.2667,5.86812,143.734,559.866,232.351,2.13317,36.5333,35.576,5.28083,4.18735e-05,170.636,175.227,14,3,-5.67634,-0.564342
Ge2O4,136,tP6,,,9.75772,5.93287,58.5463,707.257,389.077,2.33013,14.2096,13.8556,14.6006,3.64934e-05,204.469,209.694,6,2,-6.39453,-1.60586
Ge2Os2Th1,139,tI10,0.0,metal,19.0796,13.1874,95.3982,329.004,192.4,2.20682,14.3954,14.1512,10.1031,2.58935e-05,173.772,176.771,5,3,-6.70324,
Ge2P4Zn2,122,tI16,1.2453,insulator-indirect,20.3336,4.08155,162.669,407.941,204.0,2.1419,22.8156,21.9794,5.07817,5.85471e-05,67.4683,70.0353,8,3,-4.18554,
Ge2Pd2Tb1,139,tI10,0.0,metal,18.5367,9.26099,92.6836,246.057,143.862,2.2945,14.9956,14.5245,2.62715,4.65419e-05,105.812,109.244,5,3,-4.59712,
Ge2Pd2Th1,139,tI10,0.0,metal,19.6055,9.99464,98.0274,274.05,160.236,2.37093,14.8323,14.4107,3.92943,4.06687e-05,117.741,121.185,5,3,-4.94609,
Ge2Pt2Th1,139,tI10,0.0,metal,19.7689,12.8919,98.8445,227.988,133.335,2.36865,14.9647,14.5893,2.95718,3.57674e-05,134.626,138.09,5,3,-5.34108,
Ge2Rh2Sr1,139,tI10,0.0,metal,19.2732,7.55796,96.3661,371.883,217.547,2.29127,14.3601,13.9351,7.8396,4.39672e-05,102.965,106.105,5,3,-4.52157,
Ge2Rh2Tb1,139,tI10,0.0,metal,17.6867,9.57482,88.4336,339.069,198.248,2.24292,14.4514,14.103,7.00957,3.64372e-05,134.563,137.887,5,3,-5.21327,
Ge2Rh2Th1,139,tI10,0.0,metal,18.7194,10.3437,93.597,329.084,192.4,2.27386,14.4695,14.1521,7.24746,3.26352e-05,144.42,147.659,5,3,-5.5059,
Ge2Rh2Y1,139,tI10,0.0,metal,17.6321,8.28565,88.1604,362.09,211.699,2.24507,14.3287,13.9836,7.34652,3.63525e-05,134.032,137.34,5,3,-5.57949,
Ge2Ru2Tb1,139,tI10,0.0,metal,17.9291,9.37737,89.6457,335.948,196.494,2.14533,14.4116,14.1155,7.49316,3.23994e-05,142.936,145.934,5,3,-5.70637,
Ge2Ru2Th1,139,tI10,0.0,metal,18.8982,10.1814,94.4909,356.933,208.775,2.20383,14.2753,14.0054,9.86852,2.89683e-05,154.969,157.956,5,3,-6.05615,
Ge2S4,122,tI12,2.5103,insulator-indirect,25.0829,3.01682,150.498,416.116,228.934,2.17725,17.0674,16.4278,6.16115,5.89927e-05,54.8267,56.9614,6,2,-4.55933,-0.307177
Ge2Sc2,63,oS8,0.0,metal,20.0396,4.87009,80.1586,392.056,246.945,2.00954,11.3723,11.0544,9.61119,4.72986e-05,80.0318,82.333,4,2,-5.58957,
Ge2Sn2Tb2,63,oS12,0.0,metal,24.3366,7.9651,146.019,257.038,141.433,2.08072,17.9695,17.3789,4.05561,5.38411e-05,62.8706,65.0073,6,3,-4.90146,
Ge2V2Zr2,139,tI12,0.0,metal,17.2051,6.90888,103.23,389.978,214.625,1.95967,16.886,16.5845,8.82642,3.07554e-05,139.678,142.217,6,3,-7.15183,
Ge2V6,223,cP8,0.0,metal,13.9568,6.70479,111.654,375.051,187.5,1.97793,22.6826,22.2502,4.65089,3.25289e-05,166.44,169.675,8,2,-6.19197,
Ge2W1,139,tI6,0.0,metal,15.6086,11.6681,46.8259,443.941,307.852,2.25589,8.28283,8.1006,22.5716,3.30331e-05,161.897,165.539,3,2,-6.43256,
Ge2Y2,63,oS8,0.0,metal,22.9601,5.83993,91.8403,350.904,221.116,2.05816,11.5619,11.236,9.4051,4.65758e-05,74.0736,76.2225,4,2,-6.38195,-0.89851
Ge3Hf3Mn3,189,hP9,0.0,metal,17.6219,9.6122,158.597,339.966,163.455,2.04622,26.0636,25.3838,5.82789,4.32544e-05,103.704,106.481,9,3,-7.54914,
Ge3Hf3Os3,189,hP9,0.0,metal,16.5236,14.7822,148.712,335.965,161.532,2.09053,25.7999,25.4074,7.56488,2.44748e-05,200.819,203.921,9,3,-8.10687,
Ge3Hf3Rh3,189,hP9,0.0,metal,16.5286,11.8543,148.758,312.035,149.994,2.13024,26.1175,25.6232,4.66687,2.9954e-05,168.353,171.601,9,3,-6.99665,
Ge3Ir1Sr1,107,tI10,0.0,metal,20.5458,8.0435,102.729,278.968,163.16,2.2227,14.8912,14.3957,4.09047,5.08701e-05,84.0932,86.9876,5,3,-4.8083,
Ge3La1Os1,107,tI10,0.0,metal,20.5374,8.84348,102.687,305.967,178.95,2.17351,14.6345,14.2676,6.22349,3.90384e-05,106.105,108.833,5,3,-5.76256,
Ge3La1Rh1,107,tI10,0.0,metal,20.2459,7.53883,101.23,302.033,176.611,2.21085,14.7243,14.2878,4.82565,4.55842e-05,93.6354,96.4957,5,3,-5.18031,
Ge3Li3Y3,189,hP9,0.0,metal,20.5275,4.54181,184.748,376.939,181.243,1.87786,25.9321,25.0383,5.55901,6.26731e-05,55.3283,57.3033,9,3,-5.02968,-0.739043
Ge3Mn3Nb3,189,hP9,0.0,metal,14.7095,8.29486,132.386,456.923,219.703,2.18029,24.6332,24.1436,8.36134,3.08415e-05,176.503,180.083,9,3,-6.12115,
Ge3Mn3Pd3,189,hP9,0.0,metal,16.6237,7.78903,149.613,273.979,131.725,2.26932,27.0169,25.9541,1.82693,5.91219e-05,91.5266,95.2743,9,3,-5.1043,
Ge3Mn3Rh3,189,hP9,0.0,metal,15.5525,8.20113,139.972,331.864,159.609,2.32655,26.3305,25.4624,2.96821,4.83173e-05,119.819,123.904,9,3,-5.62761,
Ge3O9Sr3,189,hP15,2.9506,insulator-direct,16.5544,4.177,248.316,417.892,169.491,2.10624,42.2892,41.0097,2.89562,4.896e-05,96.8798,99.9023,15,3,-6.40735,-2.21121
Ge3Os3Sc3,189,hP9,0.0,metal,16.6773,10.214,150.096,405.087,194.704,2.12079,25.1952,24.7211,8.99117,2.99851e-05,159.673,162.735,9,3,-6.52545,
Ge3Os3Zr3,189,hP9,0.0,metal,16.8713,11.6144,151.841,370.023,177.877,2.08204,25.4731,25.0827,8.23499,2.47702e-05,190.879,193.849,9,3,-7.65996,
Ge3Pd1Sr1,107,tI10,0.0,metal,21.0779,6.48827,105.389,230.039,134.505,2.25365,15.2696,14.5923,1.86086,6.74546e-05,62.968,65.8908,5,3,-4.12331,
Ge3Pd3Sc3,189,hP9,0.0,metal,17.8224,6.95512,160.402,339.083,162.974,2.19969,26.1603,25.3944,3.62679,4.52522e-05,105.448,108.629,9,3,-5.00579,
Ge3Pd3Ti3,189,hP9,0.0,metal,16.1487,7.77688,145.338,360.946,173.551,2.24509,25.8592,25.182,4.10559,3.95794e-05,134.849,138.475,9,3,-4.66692,
Ge3Pd6,189,hP9,0.0,metal,15.3075,10.3196,137.767,251.11,120.668,2.56351,27.1263,26.1185,1.28032,4.93234e-05,135.653,140.887,9,2,-3.84368,
Ge3Pt6,189,hP9,0.0,metal,15.5633,16.4586,140.07,203.97,98.073,2.56084,27.1791,26.4099,1.12139,3.73004e-05,179.169,184.388,9,2,-4.32865,
Ge3Pu1,221,cP4,0.0,metal,17.7929,10.7752,71.1715,257.004,161.9,2.40711,12.4642,11.6005,3.54769,9.25948e-05,58.5927,62.9552,4,2,-6.96225,
Ge3Rh3Sc3,189,hP9,0.0,metal,17.024,7.16768,153.216,406.885,195.665,2.15367,25.3048,24.7138,6.37031,3.67474e-05,129.522,132.619,9,3,-5.50721,
Ge3Ru3Sc3,189,hP9,0.0,metal,16.7104,7.2414,150.394,441.944,212.491,2.1004,24.8312,24.3188,8.49,3.32646e-05,139.683,142.626,9,3,-5.92911,
Ge4,194,hP4,0.0,metal,23.6441,5.09805,94.5763,328.939,207.257,2.25551,11.8775,11.3397,5.79048,6.90571e-05,53.0608,55.5772,4,1,-4.48541,0.0183113
Ge4Hf2,63,oS12,0.0,metal,17.9862,9.96074,107.917,322.059,177.203,1.99709,17.445,17.0316,7.30019,4.00919e-05,107.206,109.808,6,2,-6.7949,-0.474775
Ge4Hf4Ir4,62,oP12,0.0,metal,16.5511,14.8252,198.613,322.945,141.083,2.14278,34.6048,34.0259,5.28561,2.63182e-05,191.548,194.807,12,3,-7.67704,
Ge4Hf4Pt4,62,oP12,0.0,metal,16.9744,14.549,203.693,300.039,131.037,2.20606,35.0037,34.3024,4.03581,3.06178e-05,166.93,170.343,12,3,-6.92695,
Ge4Hf4Rh4,62,oP12,0.0,metal,16.6101,11.7962,199.321,336.938,147.198,2.1433,34.5213,33.8687,4.79478,2.97468e-05,168.578,171.826,12,3,-7.00849,
Ge4Hf6,127,tP10,0.0,metal,18.967,11.918,189.67,331.035,153.637,1.91699,28.7807,28.2839,7.89472,3.02964e-05,129.71,131.989,10,2,-8.47176,-0.698508
Ge4Ho4Ir4,62,oP12,0.0,metal,18.5723,12.8076,222.868,285.952,124.922,2.12828,35.1847,34.4555,3.75018,3.28278e-05,138.106,141.028,12,3,-5.98867,
Ge4Ho4Mg2,127,tP10,0.0,metal,22.1358,7.49179,221.358,312.95,145.282,1.95754,29.3163,28.4773,4.93397,4.95972e-05,69.5206,71.5687,10,3,-4.72209,-0.77444
Ge4Ho4Mn4,62,oP12,0.0,metal,18.2061,8.89149,218.474,342.085,149.382,2.27238,35.0609,33.8379,3.76825,5.20697e-05,93.1988,96.5674,12,3,-4.96705,
Ge4Ho4Rh4,62,oP12,0.0,metal,18.6903,10.0817,224.284,288.084,125.796,2.13789,35.2783,34.4342,3.01225,3.78757e-05,119.04,121.958,12,3,-5.32634,
Ge4Ho4Ru4,62,oP12,0.0,metal,18.6481,10.0501,223.777,276.052,120.554,2.06034,35.3075,34.5576,2.85276,3.47765e-05,126.1,128.836,12,3,-5.67772,
Ge4In2Tb4,127,tP10,0.0,metal,23.1989,8.27234,231.989,234.026,108.613,1.90117,29.9909,29.1352,2.57995,5.10981e-05,63.8299,65.7047,10,3,-4.89457,
Ge4Ir4La2,129,tP10,0.0,metal,18.8932,11.7514,188.932,263.039,122.074,2.21755,29.5407,28.9089,2.82858,3.25352e-05,143.508,146.644,10,3,-5.96979,
Ge4Ir4Mn12,198,cP20,0.0,metal,16.1937,8.81096,323.873,302.99,111.626,1.96636,58.817,57.136,2.16236,4.85347e-05,99.6524,102.584,20,3,-6.50762,
Ge4Ir4Nb4,62,oP12,0.0,metal,15.7685,12.5567,189.222,365.946,159.865,2.18835,34.0261,33.4866,5.83333,2.44309e-05,217.582,221.088,12,3,-6.89361,
Ge4Ir4Sc4,62,oP12,0.0,metal,17.1531,9.99583,205.837,349.06,152.44,2.15291,34.421,33.7157,4.66716,3.21753e-05,150.549,153.699,12,3,-6.17595,
Ge4Ir4Tb2,129,tP10,0.0,metal,17.8673,12.7983,178.673,246.011,114.183,2.20481,29.66,29.042,2.36883,3.18402e-05,155.136,158.437,10,3,-5.94839,
Ge4Ir4Tb4,62,oP12,0.0,metal,18.9225,12.395,227.07,278.022,121.428,2.12884,35.2835,34.5407,3.41538,3.33296e-05,133.947,136.828,12,3,-5.98781,
Ge4Ir4Th2,129,tP10,0.0,metal,18.8296,13.4338,188.296,283.025,131.357,2.23439,29.276,28.7295,3.94444,2.81782e-05,166.334,169.498,10,3,-6.28368,
Ge4Ir4Y4,62,oP12,0.0,metal,18.903,10.3574,226.836,257.938,112.692,2.10621,35.4875,34.7361,2.33309,3.39193e-05,130.659,133.485,12,3,-6.60525,
Ge4Ir4Zr4,62,oP12,0.0,metal,16.9232,11.6448,203.078,357.951,156.371,2.1556,34.1853,33.599,5.74919,2.68208e-05,182.627,185.814,12,3,-7.25642,
Ge4La12,62,oP16,0.0,metal,33.2486,6.10938,531.977,175.987,69.8456,1.77703,48.5873,47.2138,1.10876,5.34612e-05,40.8332,42.0211,16,2,-5.15131,
Ge4La1Rh6,187,hP11,0.0,metal,16.0423,9.84946,176.465,360.036,161.872,2.33681,31.541,30.7852,4.09818,3.47605e-05,160.851,164.8,11,3,-4.97624,
Ge4La2Ni2,63,oS16,0.0,metal,19.536,7.2839,156.288,323.977,162.0,2.1983,23.4604,22.6991,4.07087,5.03748e-05,85.9653,88.8481,8,3,-4.67698,
Ge4La2Pd2,63,oS16,0.0,metal,21.6233,7.49672,172.987,271.939,136.0,2.22011,23.8551,23.0787,2.76972,4.96431e-05,82.2798,85.0479,8,3,-4.91229,
Ge4La2Pt4,129,tP10,0.0,metal,19.8224,11.2968,198.224,237.087,110.006,2.34024,29.9532,29.1132,1.88749,4.06998e-05,116.036,119.384,10,3,-5.14813,
Ge4La2Rh2,63,oS16,0.0,metal,21.0348,7.6375,168.279,282.939,141.5,2.20047,23.6383,22.9918,3.12372,4.22144e-05,97.4154,100.154,8,3,-5.28393,
Ge4La4,62,oP8,0.0,metal,27.4507,6.39686,219.606,271.994,136.0,1.99082,23.7445,23.0734,4.11553,4.79432e-05,60.1775,61.9276,8,2,-5.45333,
Ge4La4,63,oS16,0.0,metal,27.2421,6.44585,217.937,270.936,135.5,2.01579,23.7631,23.0779,3.95728,4.84793e-05,60.2589,62.0479,8,2,-5.45924,
Ge4Mg2Tb4,127,tP10,0.0,metal,22.6402,7.14869,226.402,316.919,147.138,1.94524,29.2595,28.4351,5.11223,4.91412e-05,67.9423,69.9122,10,3,-4.75612,
Ge4Mg2Y4,127,tP10,0.0,metal,22.5359,5.11806,225.359,379.112,175.916,1.95679,28.5958,27.7918,6.13715,4.88156e-05,67.5168,69.47,10,3,-5.50244,-0.796991
Ge4Mg4N8,33,oP16,2.5882,insulator-direct,12.1083,4.28252,193.732,632.817,251.206,2.07088,39.8154,38.8627,6.75954,3.9372e-05,143.135,146.644,16,3,-6.25776,-0.57411
Ge4Mn4,198,cP8,0.0,metal,17.9291,5.90563,143.433,229.049,114.5,2.2448,24.9782,23.372,0.992193,9.91884e-05,50.5913,54.0681,8,2,-5.66833,
Ge4Mn4Yb4,62,oP12,0.0,metal,22.5255,7.38579,270.306,255.029,111.382,2.00061,36.4354,34.7971,2.27954,7.70459e-05,45.4047,47.5424,12,3,-4.64895,
Ge4N6Na2,36,oS24,2.2613,insulator-indirect,12.6348,4.60406,151.618,588.832,257.269,2.26491,30.929,29.9919,6.18395,4.56973e-05,133.238,137.401,12,3,-6.07999,-0.200172
Ge4N8Si2,227,cF56,1.6369,insulator-direct,9.62587,5.65068,134.762,859.195,356.41,2.17153,29.25,28.7351,16.2028,2.75663e-05,226.874,230.939,14,3,-6.99857,-0.183428
Ge4N8Sr8,64,oS40,0.0,metal,19.215,4.76761,384.3,370.083,136.309,2.03466,57.7764,55.8061,2.48757,5.73078e-05,70.2999,72.7819,20,3,-5.56368,-0.662042
Ge4Na3Pt4,217,cI22,0.0,metal,20.7337,8.29788,228.07,202.972,91.2778,2.4294,33.7726,32.297,0.801272,6.14322e-05,77.228,80.7563,11,3,-3.82285,
Ge4Nb4Pt4,62,oP12,0.0,metal,16.2568,12.2773,195.081,278.975,121.864,2.24734,35.2071,34.5245,2.48365,2.90732e-05,188.264,191.987,12,3,-6.06753,
Ge4Nb4Rh4,62,oP12,0.0,metal,15.6628,9.48515,187.954,409.057,178.647,2.19282,33.5001,32.9105,6.07234,2.70729e-05,194.475,197.959,12,3,-6.25671,
Ge4Ni4Ti4,62,oP12,0.0,metal,14.2268,6.97125,170.721,452.948,197.866,2.09808,33.0379,32.2701,5.88159,3.75654e-05,143.976,147.402,12,3,-4.40838,
Ge4Ni4Zr4,62,oP12,0.0,metal,15.7032,7.84279,188.438,417.911,182.578,2.08393,33.5076,32.7864,6.0211,3.49781e-05,141.067,144.17,12,3,-5.77037,
Ge4Ni8,62,oP12,0.0,metal,11.608,9.05848,139.296,334.069,145.888,2.31754,35.0865,33.9308,1.8863,4.84201e-05,158.251,163.642,12,2,-3.14838,
Ge4Ni8Zn12,227,cF96,0.0,metal,13.0661,8.17827,313.588,309.118,107.124,2.28502,71.6002,68.4843,1.02319,6.52381e-05,104.665,109.427,24,3,-1.91078,
Ge4O24Se8,205,cP36,2.7302,insulator-direct,13.8504,4.34946,498.615,589.136,178.381,2.21321,92.6766,89.9263,3.33296,4.58741e-05,118.107,121.719,36,3,-5.59672,-1.03496
Ge4O8,60,oP12,1.4607,insulator-direct,9.56487,6.05249,114.778,694.254,303.132,2.33725,28.7093,27.9751,8.57184,3.73412e-05,206.799,212.226,12,2,-6.35824,-1.56957
Ge4O8,205,cP12,0.7442,insulator-indirect,9.029,6.4117,108.348,713.839,311.868,2.37719,28.3512,27.5855,8.83535,3.88684e-05,210.371,216.21,12,2,-6.17729,-1.38862
Ge4Pd4,62,oP8,0.0,metal,16.4975,9.00806,131.98,258.099,129.0,2.52082,24.1391,23.1777,1.50496,5.38923e-05,112.945,117.63,8,2,-4.04065,
Ge4Pd4Zr4,62,oP12,0.0,metal,17.4382,8.57686,209.258,369.024,161.176,2.21255,34.2556,33.466,4.56309,3.52935e-05,137.456,140.699,12,3,-6.11728,
Ge4Pd8Y4,62,oP16,0.0,metal,18.5794,8.36321,297.27,272.052,107.943,2.30383,47.6314,46.1473,1.46648,4.59725e-05,106.847,110.283,16,3,-4.97689,
Ge4Pt2,58,oP6,0.0,metal,18.1479,10.3783,108.887,285.094,156.842,2.46153,17.8704,17.2436,3.38191,4.84514e-05,110.968,115.002,6,2,-4.55213,
Ge4Pt4Se4,29,oP12,0.5409,insulator-indirect,18.9105,10.1462,226.926,311.01,135.842,2.4218,35.32,34.1938,2.96155,4.48027e-05,111.854,115.538,12,3,-4.42646,
Ge4Pt4Sr4,198,cP12,0.0,metal,24.68,7.96852,296.16,190.046,82.9901,2.24136,36.6031,35.3175,0.89351,5.32793e-05,69.1336,71.6502,12,3,-4.1829,
Ge4Pt4Th2,129,tP10,0.0,metal,19.6677,12.9583,196.677,237.046,110.006,2.33022,29.8207,29.1112,2.1627,3.45152e-05,137.463,140.813,10,3,-5.41229,
Ge4Pt4Y4,62,oP12,0.0,metal,19.5572,10.0922,234.686,289.015,126.232,2.22671,35.3414,34.4302,2.96414,3.91569e-05,114.782,117.819,12,3,-5.99364,
Ge4Pt4Zr4,62,oP12,0.0,metal,17.318,11.4711,207.816,336.99,147.198,2.22142,34.5832,33.8733,4.56597,3.11934e-05,159.376,162.716,12,3,-6.53583,
Ge4Rh4,198,cP8,0.0,metal,14.8658,9.80159,118.926,387.868,194.0,2.41309,22.7623,22.1518,5.32288,3.77389e-05,163.44,167.944,8,2,-4.75183,
Ge4Rh4Sc4,62,oP12,0.0,metal,17.2212,7.08562,206.654,374.095,163.36,2.15423,34.1959,33.3962,4.09276,3.68017e-05,129.474,132.574,12,3,-5.50394,
Ge4Rh4Ta4,62,oP12,0.0,metal,15.6362,12.6179,187.634,356.976,155.934,2.17792,34.1999,33.6187,5.43679,2.62711e-05,204.177,207.707,12,3,-6.73911,
Ge4Rh4Tb4,62,oP12,0.0,metal,19.0108,9.7369,228.13,281.956,123.175,2.12509,35.3475,34.5009,2.83128,3.80791e-05,116.058,118.906,12,3,-5.33057,
Ge4Rh4Tb4,62,oP12,0.0,metal,19.0184,9.73301,228.221,249.021,108.761,2.11193,35.6937,34.8282,1.97505,3.87849e-05,114.352,117.194,12,3,-5.32632,
Ge4Rh4Y4,62,oP12,0.0,metal,18.8973,7.74449,226.767,329.974,144.141,2.1314,34.7885,33.9641,3.56002,3.7634e-05,116.168,118.988,12,3,-5.95286,
Ge4Rh4Zr4,62,oP12,0.0,metal,16.9368,8.71656,203.242,389.069,169.911,2.15586,33.8437,33.1927,5.5295,3.01329e-05,160.191,163.333,12,3,-6.58997,
Ge4Rh8,62,oP12,0.0,metal,14.1926,10.8577,170.311,353.992,154.624,2.53991,34.6424,33.6737,2.8744,3.72399e-05,186.142,191.497,12,2,-4.61712,
Ge4Ru4,198,cP8,0.2716,insulator-indirect,14.5309,9.92261,116.247,429.058,214.5,2.3136,22.2174,21.7474,7.73882,3.0956e-05,191.671,195.813,8,2,-5.44643,
Ge4Ru4Tb4,62,oP12,0.0,metal,18.9052,9.73753,226.863,258.039,112.692,2.06243,35.5213,34.7338,2.29582,3.63364e-05,119.353,122.059,12,3,-5.60937,
Ge4Sc2,63,oS12,0.0,metal,19.2186,5.47608,115.312,372.946,205.27,1.99134,17.2538,16.7168,6.85761,5.33103e-05,73.7146,76.0826,6,2,-5.23332,
Ge4Tb2,141,tI12,0.0,metal,22.0978,7.61733,132.587,218.007,119.97,1.96295,18.1165,17.5529,2.36111,5.38819e-05,66.0672,68.1887,6,2,-5.08319,
Ge4Th2,141,tI12,0.0,metal,24.217,8.62186,145.302,201.997,111.165,2.04061,18.0753,17.6106,2.20725,4.2661e-05,79.4637,81.5608,6,2,-5.60303,
Ge4Th2,65,oS12,0.0,metal,24.5579,8.50217,147.347,271.008,149.137,2.09678,17.7541,17.3073,5.04758,4.06127e-05,83.2777,85.4277,6,2,-5.7034,
Ge4Th2,63,oS12,0.0,metal,24.5904,8.49093,147.542,266.073,146.385,2.12832,17.7869,17.3296,4.62231,4.09084e-05,83.921,86.1356,6,2,-5.71577,
Ge4Th6,127,tP10,0.0,metal,28.2482,9.89091,282.482,233.956,108.613,2.04049,29.7478,29.1319,3.43381,3.42454e-05,84.526,86.313,10,2,-6.38323,
Ge4Y4Zn4,194,hP12,0.0,metal,20.279,6.19255,243.348,357.972,156.371,2.05174,34.764,33.6341,4.34264,5.39668e-05,71.8054,74.2176,12,3,-4.48592,
Ge4Zr4,62,oP8,0.0,metal,19.0695,7.13215,152.556,390.002,195.0,2.06055,22.602,22.1249,7.72131,3.46155e-05,118.5,121.056,8,2,-7.33025,-0.806566
Ge6Ho2Ni1,38,oS18,0.0,metal,19.1172,7.95348,172.055,334.107,160.57,2.14884,26.3353,25.4546,4.59022,5.30022e-05,81.8416,84.6731,9,3,-4.75221,
Ge6Ho4Ir7,229,cI34,0.0,metal,17.1297,13.9182,291.205,346.953,134.952,2.22688,48.802,47.8109,4.69782,3.08102e-05,162.947,166.325,17,3,-6.0658,
Ge6Ho4Rh7,229,cI34,0.0,metal,17.206,10.3072,292.502,352.951,137.286,2.22574,48.8709,47.6988,3.69123,3.65433e-05,136.052,139.395,17,3,-5.25858,
Ge6Ir4Tb6,63,oS32,0.0,metal,20.3088,11.0279,324.941,274.989,109.134,2.08426,47.1279,46.0908,2.79469,3.56546e-05,113.995,116.56,16,3,-5.86635,
Ge6Ir7Mn4,229,cI34,0.0,metal,15.7049,12.4445,266.983,329.061,127.952,2.29861,49.3073,48.1291,2.97643,3.51788e-05,162.006,165.972,17,3,-6.11498,
Ge6Ir7Sc4,229,cI34,0.0,metal,16.2399,11.7943,276.079,386.024,150.12,2.20901,48.0308,47.0899,5.19592,2.99283e-05,172.802,176.254,17,3,-6.16367,
Ge6Ir7Tb4,229,cI34,0.0,metal,17.3721,13.589,295.325,344.99,134.174,2.22695,48.8402,47.8396,4.59209,3.10744e-05,159.53,162.867,17,3,-6.06006,
Ge6Ir7Y4,229,cI34,0.0,metal,17.3375,12.0381,294.738,366.992,142.73,2.22017,48.4265,47.4463,4.91547,3.08064e-05,159.46,162.754,17,3,-6.49192,
Ge6Ir7Yb4,229,cI34,0.0,metal,17.2193,14.0298,292.728,316.903,123.285,2.28201,49.5858,48.3265,3.44758,3.7738e-05,137.121,140.694,17,3,-5.00293,
Ge6La4Li4,63,oS28,0.0,metal,22.0371,5.48415,308.52,330.071,136.921,2.01853,41.2336,39.65,3.14684,6.51256e-05,54.3291,56.499,14,3,-4.54646,
Ge6La8,220,cI28,0.0,metal,30.0087,6.11369,420.122,243.934,101.239,1.83335,41.7113,40.6827,2.63757,4.53832e-05,53.6129,54.9685,14,2,-5.44623,
Ge6Lu4Ru7,229,cI34,0.0,metal,16.6209,10.8305,282.555,354.048,137.675,2.12886,48.6881,47.6749,4.11623,3.3061e-05,148.616,151.774,17,3,-5.72616,
Ge6Mo10,140,tI32,0.0,metal,15.4963,9.34239,247.94,415.98,165.09,2.12503,44.4453,43.7423,5.47929,2.50718e-05,205.399,208.701,16,2,-6.79113,
Ge6N8,227,cF56,1.8424,insulator-indirect,10.2814,6.31723,143.94,723.02,299.982,2.27289,32.7077,31.957,10.6753,3.44288e-05,198.511,203.174,14,2,-6.60701,0.0766976
Ge6N8,176,hP14,1.8007,insulator-direct,12.7483,5.0948,178.476,565.94,234.841,2.17633,36.2431,35.4347,6.0348,3.47905e-05,169.341,173.204,14,2,-6.70355,-0.0198409
Ge6N8,220,cI28,1.5553,insulator-indirect,11.6253,5.58696,162.754,632.048,262.225,2.23018,34.8153,34.0194,7.73662,3.48622e-05,181.552,185.8,14,2,-6.6435,0.0402081
Ge6Ni2Y2,65,oS20,0.0,metal,18.1072,6.70126,181.072,376.966,174.988,2.26168,28.8424,27.8293,4.31842,5.31235e-05,88.9147,92.1515,10,3,-4.9719,
Ge6Os7Sc4,229,cI34,0.0,metal,16.3627,11.6214,278.166,355.942,138.452,2.12407,48.5058,47.6395,4.41566,2.83367e-05,176.394,179.602,17,3,-6.55742,
Ge6Rh10,55,oP16,0.0,metal,14.3865,10.5655,230.185,349.966,138.898,2.38463,46.0996,44.9642,2.60458,3.49099e-05,183.586,188.222,16,2,-4.65484,
Ge6Rh7Sc4,229,cI34,0.0,metal,16.253,8.02742,276.301,416.096,161.787,2.22779,47.6045,46.4952,4.35359,3.5447e-05,144.834,148.289,17,3,-5.35775,
